제품범주2,플랜트,제조일자,중분류(보정),count
프리미엄 국물,논산1공장,2023-11-29,인체이물류,1
고추장가정용,논산1공장,2023-11-29,성분,1
당면,사수리풍,2023-11-29,공정이물류,1
국판삼해김,삼해상사(김포),2023-11-29,동물성이물,1
국판삼해김,삼해상사(부안1),2023-11-29,포장불량,1
비비고 수제만두,인천냉동식품,2023-11-29,기타이물류,1
후랑크,진천)육가공,2023-11-29,인체이물류,1
베이컨,진천)육가공,2023-11-29,합성수지류,1
스팸일반,진천)육가공,2023-11-29,공정이물류,1
스팸OOC,진천)육가공,2023-11-29,공정이물류,1
비비고썰은김치,진천BC,2023-11-29,합성수지류,1
비엔나,진천BC,2023-11-29,기타,1
육공육 비엔나,진천BC,2023-11-29,동물성이물,1
볶음밥,진천BC,2023-11-29,공정이물류,1
파우치 죽(일반),진천BC,2023-11-29,기타변질,1
주먹밥,진천BC,2023-11-29,합성수지류,1
완자류,진천BC,2023-11-29,공정이물류,1
주먹밥,진천BC,2023-11-29,포장불량,1
주먹밥,진천BC,2023-11-29,포장불량,1
주먹밥,진천BC,2023-11-29,포장불량,1
백미,부산공장,2023-11-30,공정이물류,1
까스류,상신(2공장),2023-11-30,합성수지류,1
국판 씨푸드김,씨푸드_이천,2023-11-30,동물성이물,1
비비고 수제만두,인천냉동식품,2023-11-30,기타이물류,1
B2B 슬라이스,진천)육가공,2023-11-30,합성수지류,1
스팸일반,진천)육가공,2023-11-30,공정이물류,1
비비고썰은김치,진천BC,2023-11-30,합성수지류,1
볶음밥,진천BC,2023-11-30,포장불량,1
까스류,진천BC,2023-11-30,공정이물류,1
치킨,진천BC,2023-11-30,동물성이물,1
치킨,진천BC,2023-11-30,동물성이물,1
손만두,남원공장,2023-12-01,인체이물류,1
저탄수,부산공장,2023-12-01,식물성이물,1
일반 국물 사골,성보(HMR),2023-12-01,공정이물류,1
치킨,원일F&F(축산물),2023-12-01,포장불량,1
B2C 스팸단품,진천)육가공,2023-12-01,인체이물류,1
치킨,진천BC,2023-12-01,변색,1
백미,진천BC,2023-12-01,인체이물류,1
치킨,진천BC,2023-12-01,동물성이물,1
적전류,진천BC,2023-12-01,동물성이물,1
까스류,진천BC,2023-12-01,성상,1
스팸기획,진천선물세트,2023-12-01,공정이물류,1
손만두,푸드웨어,2023-12-01,식물성이물,1
손만두,푸드웨어,2023-12-01,동물성이물,1
국산콩두부,맑은식품,2023-12-02,인체이물류,1
물만두,인천냉동식품,2023-12-02,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-02,합성수지류,1
비비고 수제만두,인천냉동식품,2023-12-02,기타이물류,1
육공육 후랑크,진천BC,2023-12-02,포장불량,1
적전류,진천BC,2023-12-02,합성수지류,1
치킨,진천BC,2023-12-02,동물성이물,1
요리유,ABRIL,2023-12-03,기타,1
백미,부산공장,2023-12-03,식물성이물,1
BIG컵반(컵),부산공장,2023-12-03,동물성이물,1
B2C 스팸단품,진천)육가공,2023-12-03,포장불량,1
백미,진천BC,2023-12-03,합성수지류,1
국판삼해김,삼해상사(김포),2023-12-04,포장불량,1
삼호부산,씨푸드_성남,2023-12-04,공정이물류,1
핫도그,우양냉동(장항),2023-12-04,형태,1
핫도그,우양냉동(장항),2023-12-04,기타,1
핫도그,우양냉동(장항),2023-12-04,기타,1
비비고 왕교자,인천냉동식품,2023-12-04,동물성이물,1
후랑크,진천)육가공,2023-12-04,공정이물류,1
B2B 후랑크,진천)육가공,2023-12-04,합성수지류,1
비엔나,진천BC,2023-12-04,공정이물류,1
주먹밥(미사용),진천BC,2023-12-04,공정이물류,1
B2B까스류,C&S (제당),2023-12-05,공정이물류,1
외식향만두,까우제,2023-12-05,인체이물류,1
군만두,남원공장,2023-12-05,공정이물류,1
백미,부산공장,2023-12-05,합성수지류,1
국판삼해김,삼해상사(김포),2023-12-05,합성수지류,1
수)치킨,상신(2공장),2023-12-05,동물성이물,1
핫도그,우양냉동(장항),2023-12-05,공정이물류,1
베이커리,원일F&F(식품),2023-12-05,공정이물류,1
비비고 왕교자,인천냉동식품,2023-12-05,동물성이물,1
스팸기획,진천)육가공,2023-12-05,인체이물류,1
스팸일반,진천)육가공,2023-12-05,공정이물류,1
B2C 스팸단품,진천)육가공,2023-12-05,공정이물류,1
치킨,진천BC,2023-12-05,동물성이물,1
육공육 비엔나,진천BC,2023-12-05,동물성이물,1
비비고별미김치,한국농협김치_북파주,2023-12-05,인체이물류,1
손만두,남원공장,2023-12-06,동물성이물,1
용기면,남원공장,2023-12-06,기타이물류,1
잡곡,부산공장,2023-12-06,합성수지류,1
파우치 죽(일반),부산공장,2023-12-06,인체이물류,1
국판삼해김,삼해상사(김포),2023-12-06,합성수지류,1
치킨,상신(2공장),2023-12-06,동물성이물,1
까스류,상신(2공장),2023-12-06,합성수지류,1
꼬지형,소디프,2023-12-06,합성수지류,1
삼호어묵,씨푸드_성남,2023-12-06,합성수지류,1
국판당 소물,인천1)당,2023-12-06,기타이물류,1
비비고 왕교자,인천냉동식품,2023-12-06,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-06,형태,1
비비고 수제만두,인천냉동식품,2023-12-06,식물성이물,1
비비고 왕교자,인천냉동식품,2023-12-06,공정이물류,1
비비고 왕교자,인천냉동식품,2023-12-06,식물성이물,1
비비고 왕교자,인천냉동식품,2023-12-06,합성수지류,1
미트편의식,진천)육가공,2023-12-06,동물성이물,1
미트편의식,진천)육가공,2023-12-06,기타이물류,1
스팸일반,진천)육가공,2023-12-06,공정이물류,1
스팸일반,진천)육가공,2023-12-06,공정이물류,1
비엔나,진천BC,2023-12-06,공정이물류,1
PSPS,진천BC,2023-12-06,인체이물류,1
비비고썰은김치,진천BC,2023-12-06,합성수지류,1
볶음밥,진천BC,2023-12-06,합성수지류,1
비비고 수제만두,푸드웨어,2023-12-06,합성수지류,1
B2B 왕만두,푸르온(만두),2023-12-06,동물성이물,1
손만두,남원공장,2023-12-07,동물성이물,1
남원B2C냉동면,남원공장,2023-12-07,합성수지류,1
한식양념장,논산1공장,2023-12-07,인체이물류,1
메밀면,미정식품,2023-12-07,기타,1
잡곡,부산공장,2023-12-07,합성수지류,1
백미,부산공장,2023-12-07,공정이물류,1
미니소시지,신라에스지,2023-12-07,합성수지류,1
삼호어묵,씨푸드_성남,2023-12-07,공정이물류,1
쿠킹믹스,영등포공장,2023-12-07,포장불량,1
곡물대용식 분말,웰츄럴바이오,2023-12-07,기타,1
비비고 왕교자,인천냉동식품,2023-12-07,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-07,합성수지류,1
미트편의식,진천)육가공,2023-12-07,동물성이물,1
B2C 스팸단품,진천)육가공,2023-12-07,합성수지류,1
육공육 후랑크,진천BC,2023-12-07,벌레류,1
양식반찬,진천BC,2023-12-07,합성수지류,1
양식반찬,진천BC,2023-12-07,동물성이물,1
남원B2C냉동면,남원공장,2023-12-08,기타이물류,1
군만두,남원공장,2023-12-08,인체이물류,1
요거젤리,뚜또,2023-12-08,합성수지류,1
핫도그,원일F&F(식품),2023-12-08,합성수지류,1
대두유업소용,인천2)유,2023-12-08,기타,1
비비고 왕교자,인천냉동식품,2023-12-08,동물성이물,1
베이컨,진천)육가공,2023-12-08,합성수지류,1
슬라이스,진천)육가공,2023-12-08,동물성이물,1
스팸일반,진천)육가공,2023-12-08,합성수지류,1
B2C 스팸단품,진천)육가공,2023-12-08,공정이물류,1
적전류,진천BC,2023-12-08,동물성이물,1
적전류,진천BC,2023-12-08,합성수지류,1
더건강한 닭가슴살,진천BC,2023-12-08,공정이물류,1
적전류,진천BC,2023-12-08,동물성이물,1
치킨,진천BC,2023-12-08,동물성이물,1
까스류,진천BC,2023-12-08,인체이물류,1
비비고 Basic만두,푸르온(만두),2023-12-08,공정이물류,1
그레인수프,부산공장,2023-12-09,동물성이물,1
고메피자(OEM),이든푸드영농조합,2023-12-09,합성수지류,1
비비고 수제만두,인천냉동식품,2023-12-09,합성수지류,1
스팸일반,진천)육가공,2023-12-09,기타이물류,1
까스류,진천BC,2023-12-09,공정이물류,1
프리미엄덮밥,부산공장,2023-12-10,합성수지류,1
당면,사수리풍,2023-12-10,식물성이물,1
B2B 조리육(OEM),진천B2B생산,2023-12-10,동물성이물,1
백미,진천BC,2023-12-10,인체이물류,1
외식향만두,까우제,2023-12-11,중량수량미달,1
백미,부산공장,2023-12-11,합성수지류,1
쿠킹믹스,영등포공장,2023-12-11,인체이물류,1
핫도그,우양냉동(장항),2023-12-11,기타이물류,1
핫도그,우양냉동(장항),2023-12-11,공정이물류,1
프리미엄 국물,진천B2B생산,2023-12-11,동물성이물,1
슬라이스,진천)육가공,2023-12-11,동물성이물,1
캔(세트구성품),진천)육가공,2023-12-11,동물성이물,1
볶음밥,진천BC,2023-12-11,합성수지류,1
치킨,진천BC,2023-12-11,인체이물류,1
맛간식,하북율원식품,2023-12-11,포장불량,1
외식향만두,까우제,2023-12-12,인체이물류,1
손만두,남원공장,2023-12-12,동물성이물,1
고추장가정용,논산1공장,2023-12-12,포장불량,1
원플레이트소스,부산공장,2023-12-12,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-12,동물성이물,1
비비고 왕교자,인천냉동식품,2023-12-12,동물성이물,1
물만두,인천냉동식품,2023-12-12,합성수지류,1
꼬지형,진천)육가공,2023-12-12,동물성이물,1
B2B 베이컨,진천)육가공,2023-12-12,형태,1
미트편의식,진천)육가공,2023-12-12,동물성이물,1
스팸일반,진천)육가공,2023-12-12,동물성이물,1
B2C 스팸단품,진천)육가공,2023-12-12,공정이물류,1
B2C 스팸단품,진천)육가공,2023-12-12,공정이물류,1
치킨,진천BC,2023-12-12,동물성이물,1
일반 국물,진천BC,2023-12-12,식감,1
일반 국물,진천BC,2023-12-12,기타변질,1
더건강한 닭가슴살,진천BC,2023-12-12,동물성이물,1
치킨,진천BC,2023-12-12,동물성이물,1
손만두,남원공장,2023-12-13,인체이물류,1
백미,부산공장,2023-12-13,인체이물류,1
백미,부산공장,2023-12-13,곰팡이,1
백미,부산공장,2023-12-13,미생물,1
백미,부산공장,2023-12-13,미생물,1
볶음밥,선양,2023-12-13,기타이물류,1
B2B 조리육(OEM),소디프,2023-12-13,합성수지류,1
꼬지형,소디프,2023-12-13,인체이물류,1
삼호부산,씨푸드_성남,2023-12-13,기타이물류,1
삼호부산,씨푸드_성남,2023-12-13,공정이물류,1
베이커리,원일F&F(식품),2023-12-13,공정이물류,1
비비고 수제만두,인천냉동식품,2023-12-13,기타이물류,1
비비고 수제만두,인천냉동식품,2023-12-13,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-13,합성수지류,1
더건강한 닭가슴살,진천)육가공,2023-12-13,인체이물류,1
스팸일반,진천)육가공,2023-12-13,합성수지류,1
스팸일반,진천)육가공,2023-12-13,합성수지류,1
완자류,진천BC,2023-12-13,동물성이물,1
육공육 비엔나,진천BC,2023-12-13,동물성이물,1
치킨,진천BC,2023-12-13,합성수지류,1
치킨,진천BC,2023-12-13,동물성이물,1
꼬지형,소디프,2023-12-14,합성수지류,1
삼호어묵,씨푸드_성남,2023-12-14,인체이물류,1
삼호어묵,씨푸드_성남,2023-12-14,기타이물류,1
베이커리,원일F&F(식품),2023-12-14,합성수지류,1
물만두,인천냉동식품,2023-12-14,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-14,식물성이물,1
B2B비비고,인천냉동식품,2023-12-14,식물성이물,1
비비고찬류,잇츠올레,2023-12-14,합성수지류,1
더건강한 닭가슴살,진천BC,2023-12-14,인체이물류,1
양식반찬,진천BC,2023-12-14,식물성이물,1
치즈피자(BC),진천BC,2023-12-14,합성수지류,1
백미,진천BC,2023-12-14,향(냄새),1
B2B 왕만두,푸르온(만두),2023-12-14,합성수지류,1
된장가정용,공주공장,2023-12-15,기타,1
백미,부산공장,2023-12-15,식물성이물,1
국판삼해김,삼해상사(부안1),2023-12-15,합성수지류,1
까스류,상신(2공장),2023-12-15,인체이물류,1
육공육 후랑크,진천)육가공,2023-12-15,동물성이물,1
성형햄,진천)육가공,2023-12-15,동물성이물,1
까스류,진천BC,2023-12-15,합성수지류,1
치킨,진천BC,2023-12-15,합성수지류,1
비비고 수제만두,인천냉동식품,2023-12-16,동물성이물,1
프리미엄 국물,진천B2B생산,2023-12-16,인체이물류,1
B2C 스팸단품,진천)육가공,2023-12-16,동물성이물,1
치킨,진천BC,2023-12-16,동물성이물,1
치킨,진천BC,2023-12-16,동물성이물,1
잡곡,부산공장,2023-12-17,기타이물류,1
비비고 왕교자,인천냉동식품,2023-12-17,포장불량,1
비비고 왕교자,인천냉동식품,2023-12-17,동물성이물,1
군만두,남원공장,2023-12-18,동물성이물,1
용기면,남원공장,2023-12-18,기타이물류,1
우동,남원공장,2023-12-18,합성수지류,1
백미,부산공장,2023-12-18,공정이물류,1
백미,부산공장,2023-12-18,기타이물류,1
당면,사수리풍,2023-12-18,기타이물류,1
국판삼해김,삼해상사(김포),2023-12-18,중량수량미달,1
삼호어묵,씨푸드_성남,2023-12-18,합성수지류,1
스팸일반,진천)육가공,2023-12-18,공정이물류,1
볶음밥,진천BC,2023-12-18,동물성이물,1
B2B고메(반찬류),진천BC,2023-12-18,합성수지류,1
백미,부산공장,2023-12-19,공정이물류,1
대두유가정용,인천2)유,2023-12-19,포장불량,1
비비고 왕교자,인천냉동식품,2023-12-19,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-19,동물성이물,1
육공육 슬라이스,진천)육가공,2023-12-19,합성수지류,1
백미,진천BC,2023-12-19,공정이물류,1
더건강한 닭가슴살,진천BC,2023-12-19,공정이물류,1
B2B비비고,진천BC,2023-12-19,인체이물류,1
치즈피자(BC),진천BC,2023-12-19,공정이물류,1
꼬지형,하이푸드텍,2023-12-19,인체이물류,1
꼬지형,하이푸드텍,2023-12-19,합성수지류,1
비비고별미김치,한국농협김치_북파주,2023-12-19,기타이물류,1
B2B까스류,C&S (제당),2023-12-20,인체이물류,1
군만두,남원공장,2023-12-20,합성수지류,1
프리미엄 국물 사골,논산1공장,2023-12-20,기타이물류,1
B2B치킨류,동해식품,2023-12-20,공정이물류,1
잡곡,부산공장,2023-12-20,식물성이물,1
잡곡,부산공장,2023-12-20,식물성이물,1
비비고 수제만두,인천냉동식품,2023-12-20,합성수지류,1
비비고 수제만두,인천냉동식품,2023-12-20,인체이물류,1
프리미엄 냉동국물,정다운(자연일가),2023-12-20,합성수지류,1
스팸일반,진천)육가공,2023-12-20,합성수지류,1
스팸일반,진천)육가공,2023-12-20,변색,1
스팸일반,진천)육가공,2023-12-20,합성수지류,1
B2C 스팸단품,진천)육가공,2023-12-20,포장불량,1
B2B적전류,진천BC,2023-12-20,동물성이물,1
적전류,진천BC,2023-12-20,동물성이물,1
적전류,진천BC,2023-12-20,인체이물류,1
치킨,진천BC,2023-12-20,포장불량,1
적전류,진천BC,2023-12-20,동물성이물,1
치킨,진천BC,2023-12-20,포장불량,1
적전류,진천BC,2023-12-20,합성수지류,1
적전류,진천BC,2023-12-20,공정이물류,1
백미,진천BC,2023-12-20,공정이물류,1
비비고 Basic만두,푸르온(만두),2023-12-20,동물성이물,1
당면,사수리풍,2023-12-21,공정이물류,1
국판삼해김,삼해상사(김포),2023-12-21,기타이물류,1
까스류,상신(2공장),2023-12-21,합성수지류,1
삼호부산,씨푸드_성남,2023-12-21,기타이물류,1
국판 씨푸드김,씨푸드_이천,2023-12-21,식물성이물,1
비비고 왕교자,인천냉동식품,2023-12-21,인체이물류,1
비비고 왕교자,인천냉동식품,2023-12-21,합성수지류,1
비비고 왕교자,인천냉동식품,2023-12-21,동물성이물,1
밸런스플랜,잇츠올레,2023-12-21,식물성이물,1
스팸일반,진천)육가공,2023-12-21,합성수지류,1
스팸일반,진천)육가공,2023-12-21,공정이물류,1
B2C 스팸단품,진천)육가공,2023-12-21,공정이물류,1
B2C 스팸번들기획,진천)육가공,2023-12-21,공정이물류,1
B2B패티류,진천BC,2023-12-21,동물성이물,1
적전류,진천BC,2023-12-21,기타이물류,1
볶음밥,진천BC,2023-12-21,식물성이물,1
손만두,푸드웨어,2023-12-21,동물성이물,1
비비고 Basic만두,푸르온(만두),2023-12-21,합성수지류,1
비비고 Basic만두,푸르온(만두),2023-12-21,동물성이물,1
손만두,남원공장,2023-12-22,합성수지류,1
김단독,삼해상사(김포),2023-12-22,포장불량,1
손만두,세린식품,2023-12-22,인체이물류,1
꼬지형,소디프,2023-12-22,동물성이물,1
